path,label,features_json
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple Mini/311_100.jpg,Pineapple Mini,"[-5.411808959745812, 4.37923702586234, 1.279786459748583, -3.6874936984165276, -3.356871856848604, 3.060665576433566, 1.8531281359962464, -1.135607213870136, -9.373265163545978, 5.3125850536651384, -3.2953515606809933, 2.8276915517869647, 0.44199297353031763, -5.455097274947283, -3.0636685719898606]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple Mini/326_100.jpg,Pineapple Mini,"[-4.641197658268121, 3.0095361642164327, 1.963039731787269, -3.691194104957411, -2.6860333004851324, 3.693579060006433, 2.3487267521845037, -0.624973670924058, -7.34462963333638, 3.8966353707755683, -3.41455548912917, 1.7980516103174629, 1.2024281538088664, -4.241658696876042, -3.0561076081882446]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple Mini/270_100.jpg,Pineapple Mini,"[-3.9680878354203406, 1.7859172115646311, 1.9525502179525291, -3.4387422250268807, -4.135110963062206, 2.102856707017489, 0.5053905363403404, -1.66301945783436, -7.628848654597022, 4.36141923595037, -2.904756724794536, 1.470335727778707, 0.2759724416158855, -4.599542137772492, -2.114453882193513]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/201_100.jpg,Watermelon,"[-4.386926786707242, 5.748203158977124, -6.126733783239878, -5.272801138483664, 2.90484082417205, 5.656273696396222, -3.424730681830838, 3.966957946948302, -8.480488607752296, 3.991497590088614, -4.1773432202713074, -0.3135937768129145, 0.6155852082306633, 2.89901528525601, 1.9130334633376138]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/137_100.jpg,Watermelon,"[-2.4721665769438887, 3.9599019169635996, -7.958242495419284, -4.847431001674858, 4.913211536867928, 5.345780680805906, -2.339060387002465, 4.1014126969444025, -9.432678212660285, 4.329063574830649, -4.867580460308703, -0.31682356220304825, -0.7601236228673312, 4.688425719890368, 4.367890328414964]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/202_100.jpg,Watermelon,"[-3.646782490947419, 4.705409695651573, -5.659348430262503, -5.561588122417481, 4.266097906498772, 5.450641973977553, -3.019524443918055, 3.4618032231155103, -7.605277496164792, 3.820248225085469, -4.794788616049947, -1.3054965189618697, 0.17964396799098753, 3.1050831382265227, 1.7587245774265485]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/r_281_100.jpg,Cauliflower,"[-4.274936815742134, 4.01714514597868, 0.8759750028806277, -1.646210812647099, -0.46681812717428733, 1.4141741300227506, -0.4695698611682013, 1.0832478499740057, -4.184910753220756, 2.3901645470038466, -2.95628840762715, 2.668330441451572, 2.5777422416551588, -3.373787886392587, 0.5340603735381513]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cucumber Ripe/r_169_100.jpg,Cucumber Ripe,"[0.5803310050796538, 5.108717604827548, -4.380635359140021, -10.450295104929218, 6.269190686197931, 8.54046136208198, -3.2828001613169224, 2.1316244504247552, -8.057790336770433, -0.7697988226762204, -5.490860197684484, -0.9340953657650733, 0.5331825282409145, 4.100653775705856, -3.749040020949661]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple/25_100.jpg,Pineapple,"[-5.428106310079032, 5.682807344083186, 0.6292272421639868, -3.646161611542619, -3.276988382286441, 1.8661734277921305, -0.11237605055778176, -0.14326096901717605, -6.840152631702751, 4.572743594640071, -6.63409057089159, 0.9105466660984307, 1.5066829167153915, -3.596382684311071, -5.935069961368762]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/r2_186_100.jpg,Cauliflower,"[-3.7074051333305795, 1.5879181418186217, 0.2899315447707155, -2.9334225231683955, -4.508878599303778, 3.36777001891478, -1.2534272363126042, 1.7760543185090372, -2.16347194240629, 2.322461503437028, -4.605113923035007, 2.4363995128447002, 2.7747284693044127, -3.1450119626251736, -0.5367075353821492]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/15_100.jpg,Cauliflower,"[-4.2927551641368495, 2.9589688086366377, 1.2085341927895612, -2.304822296113933, -1.0038623781812586, 2.3078517544205033, -1.3966048426000752, 0.8358591180380992, -2.5652169422855557, 1.774503818494873, -3.918458435466988, 1.8701467672502223, 2.190340957449738, -3.5017591836189763, 0.4550211869475556]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple Mini/r_165_100.jpg,Pineapple Mini,"[-4.305641844933052, 2.855815859405356, -0.012326192346778314, -2.0292838330243703, -2.257270397229672, 2.3059333271301603, 0.9511980147262635, -0.5461426071096293, -9.652737697944533, 4.587802668857011, -2.425814552179154, 1.8345600138739537, 1.0040398081703223, -2.8625473588082295, -3.4217091452189363]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple Mini/r_220_100.jpg,Pineapple Mini,"[-5.300994046895473, 3.8765058238391616, 0.3772189231016496, -2.5915560735596226, -1.3392631631589427, 2.3501189926816775, 1.6137672866614987, -0.1924099120628127, -8.877499203560474, 3.7040652426285336, -3.204696297612376, 3.3529484868354857, 1.8873150773325822, -1.634140672488185, -2.900446044542632]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Apple Golden 1/84_100.jpg,Apple Golden 1,"[-2.613040301456446, -3.073439708669982, -8.901196831242688, -2.314749611702421, 4.986872577850054, 3.0417743717763734, -1.9033872009615151, 3.4184094383031987, -3.4724834918857015, 3.8470812553849743, -3.1924592303396255, 1.1839015048927855, 2.430995362290996, 0.6543354776770439, 0.8057108265713233]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Apple Golden 1/72_100.jpg,Apple Golden 1,"[-3.268457802618192, -2.766765543953401, -7.437772076350059, -1.0313405094297012, 4.8836143236677945, 2.6156253070940205, -0.9501256623552267, 4.076165970032707, -2.268763801999821, 5.4802408600596175, -2.141099597907819, 0.6266743803048958, 1.321623985054121, 1.2185197708715885, 0.6889708602283483]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pear Forelle/r_6_100.jpg,Pear Forelle,"[0.9281932137599103, -1.4086126110422188, -9.415107557935348, -9.558824250197501, 4.908920481529369, 5.703327905998041, -6.268611044101657, 1.914996337466424, -4.454131639937773, 0.9309882141131306, -7.08955511548878, 1.3471109685962588, 4.844136897442294, 0.18738120505541642, -2.702851852396736]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Raspberry/r_122_100.jpg,Raspberry,"[0.27060731262376414, 3.154338533788437, -0.12841641164479697, -10.356255325033901, -3.6647256835818554, 1.9027709098538788, -1.1682530266372149, 3.0559974258400935, -6.144142476372091, 5.278579392523497, -4.051162136758577, -1.4736082998704052, 0.0041480360205196415, 6.0106345548558116, -3.0739579090661047]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple/r_141_100.jpg,Pineapple,"[-3.9275567112530734, 3.3792590209656117, -1.2759836655097323, -2.727937061185228, -3.166168778397871, 2.119695742116011, -1.2946717245166859, 0.8909935689779769, -6.059666071506229, 5.782955879248638, -3.295696406233519, 0.8394456521601826, -0.5917978395963698, -3.846451914089353, -2.913261381735529]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Raspberry/r_29_100.jpg,Raspberry,"[1.9291196321923756, 5.31352258124852, -3.610141948469539, -10.026023419064929, -1.6149661185950879, 3.0713686276238774, -0.6307123797012235, 3.7671045103487124, -11.094598258532542, 4.8983012870554665, -2.4347334693839633, -1.632492196975526, 1.716339265762725, 8.230759452279987, -2.0493389797194865]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Lychee/77_100.jpg,Lychee,"[-3.985793909719792, 2.5398787608977176, -0.32501138570232674, -6.949040212197849, -6.942963342444193, 4.242005494193624, -2.5988029535302197, 2.048138712506996, -5.303907088310634, 4.449158144067627, -6.0957455907582885, 1.9006892333315342, 0.1233252675231951, -0.5160452465934293, -3.6578272283476303]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Nectarine/r_8_100.jpg,Nectarine,"[5.239524457594322, -0.45655754032814755, -6.1670249273009246, -13.868142904359766, 1.3238688074945568, 1.8972591562302386, -2.924819769058801, 2.785858612670216, -4.263014510276737, 3.0433827984312543, -0.8318027274043011, -2.7637000320946217, 1.8548485510732755, 2.3735872210030893, -2.4908367605576456]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Lychee/r_311_100.jpg,Lychee,"[-3.188932712474621, 4.77866948701651, -4.160771315201256, -8.305901830477422, -4.991883205725181, 7.662918336828087, -3.1079373512998996, 2.0501335798391107, -7.733257420553898, 5.993141127730554, -3.2641349148488454, 3.138168414889183, 1.3903476901669396, 0.8426590568519513, -3.3462020853670733]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pear 2/r_269_100.jpg,Pear 2,"[4.797555284835867, -4.466986288663819, -8.553161394199483, -9.611344382979752, 3.864556993020839, 5.548403251175578, -4.061229129370128, 0.37780797292176926, -3.6662865745951545, 0.28727268938797784, -3.265583899353432, 1.165921250315003, 3.137146922392637, 0.9650926029036081, -1.0761987012721406]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pear Forelle/215_100.jpg,Pear Forelle,"[1.2608556626132827, 0.9270663360459026, -7.903647520465959, -11.990556435652667, 4.5105304784725915, 6.083616227200888, -11.159534199418008, 5.530077177121068, -5.017503870143343, 0.952255635411999, -6.595062173556459, 3.086443753488024, 1.7068624117777533, -0.6274992994215807, 0.07787753992502276]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pear Forelle/220_100.jpg,Pear Forelle,"[0.7479050295399163, 0.6867791682470287, -7.069929425572252, -12.053220986091977, 4.858811721206653, 5.22588730255417, -10.304183407811587, 5.855245017201224, -3.793963178101947, 0.8499894186662638, -7.023321392774788, 3.0151120730137806, 1.5676722319654357, -0.10769999369585123, -0.16478803888013874]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cantaloupe 2/205_100.jpg,Cantaloupe 2,"[-3.0680607009394127, 0.1979393478052402, -8.895182564619425, -3.870164724523221, -0.35567464899762385, 10.473691644822294, -0.3247881044816931, 4.0885879615175185, -2.1405945778629016, 4.347781880891829, -3.909140615290509, 0.45237464984413545, 3.833417560761135, 5.00282412343086, 0.8947867224863836]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cantaloupe 2/r_236_100.jpg,Cantaloupe 2,"[-4.455234824003393, 1.3054633583543114, -9.638457277386957, -4.914275680487838, 3.428852288767225, 11.287581500407708, 0.5085181145962107, 3.9828229327573568, -5.2694812071785275, 3.998372326518502, -3.5457263000794375, 1.2423436766072824, 5.1770127077731685, 2.7677289437659622, 1.0776258901139961]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pear Forelle/r2_194_100.jpg,Pear Forelle,"[-0.4363160219049634, -3.8717945856104112, -8.011001992090534, -6.918460194229145, 4.649910592922217, 6.134311966204677, -3.76561348811404, -0.25409383608373104, -2.2463155106816894, -0.281466654860495, -3.619839996819169, 7.875725817911984, 3.5674404098840533, 2.085969924744884, -4.649400040264532]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pear 2/r2_104_100.jpg,Pear 2,"[3.1129371543190576, -4.018003611277793, -8.296996086719615, -8.304784325027825, 6.918756192811564, 5.940677917053397, -1.6294592169491755, -1.2588285021095078, -5.092147340868194, 1.4749648151781203, -3.827948548637084, 3.3982430319527195, 4.517553511656254, 4.380162134460413, -4.1870659339821445]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cantaloupe 2/r_204_100.jpg,Cantaloupe 2,"[-4.553579561678314, 2.0177596273350265, -9.96907024852882, -4.761609298232542, 2.181667020287494, 11.396541748375776, -0.8046671459352017, 3.1690923895245295, -4.305521167674828, 4.25229519376895, -4.19231770096511, 2.0120094674191353, 5.462837612346937, 3.988649992026552, -0.5162954378015215]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Apple Red Yellow 1/35_100.jpg,Apple Red Yellow 1,"[4.5319640669381585, 1.5626923898792526, -6.94886836298483, -9.731213777641408, 7.063742491609735, 4.818752100978805, 1.8433380463270028, 7.488424652810441, -6.8224842856251655, -0.35242327240395194, 0.7088505427125926, -0.27269579855525894, 1.6170818438469508, 0.8008697429835977, -0.3848464798687278]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Orange/89_100.jpg,Orange,"[4.608456367837237, -5.449493657956223, -6.456665119408743, -6.334555656845234, -1.4759869100710807, 4.244904372242892, -4.784378299916652, 5.415504540722606, -6.002790439585996, -4.976838854301728, -2.1813627564091207, -1.1693767611809704, 2.638382863241349, 0.7139034092740613, -2.0650841021542865]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Mandarine/r_107_100.jpg,Mandarine,"[1.0497415516910078, -3.448345506115683, -4.862203956012246, -7.895527638589694, -0.4275679277608217, 3.8748020451159073, -1.976707062976698, 8.147020153017476, -6.951497907059913, -2.5086278549721537, -1.0949543569801465, -2.151155543350275, 3.38986899007174, 0.8884328717987285, -1.3226515791521316]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pear 2/r_275_100.jpg,Pear 2,"[5.838643607644149, -3.978977196272654, -8.064421902522023, -8.350037727797195, 3.5773313983725283, 5.797349468574284, -4.04523232205237, 1.8286270676480296, -4.536059207474907, 0.9227255355154, -3.6006688551489643, 0.3797605443296672, 2.419191091341988, 1.0800524677618493, -0.9773327191487372]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Apple Crimson Snow/r_21_100.jpg,Apple Crimson Snow,"[4.856203537628057, -1.6356065935608415, -3.344423833460331, -8.231142966012001, 4.900551856994539, -0.6129478221074272, 0.7726508971249343, 0.9650983213949924, -3.419463937914559, -0.6321847997488933, -2.423965922204296, 0.9320323087750165, 1.0743424102471286, 1.8786177187270572, -2.5857999685634177]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Limes/r_45_100.jpg,Limes,"[-1.286628633540344, -4.701627151935102, -9.336804776232508, -1.6348731065876463, 1.252223481162781, 2.3664252846793463, -3.0378734123864906, 3.2103210005575344, -3.1956374202474067, 2.0832749324230604, -3.3353888542962307, -0.4891432932165883, 4.973892606289956, 2.9469835576129184, -0.37473844229982184]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pepper Orange/r2_227_100.jpg,Pepper Orange,"[2.5264964294756824, 1.027847358867916, 2.6864933792153924, -2.615860421951141, 7.017265084902956, 2.599268325116777, 1.3540808469599064, 5.943224479559773, -9.143988302231449, -2.0368377831447986, -2.4886022594452863, 7.10897450340555, 4.388730815175155, 4.747220559309804, -4.031276567402742]"
