path,label,features_json
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple Mini/3_100.jpg,Pineapple Mini,"[-5.546080166771674, 4.114305858703083, 1.5227953114592623, -3.2502818130572755, -2.5064712682490256, 3.1935630619352517, 2.1090050673268896, -1.3067913007559002, -9.32587967586033, 4.679242033146288, -3.0746048511569923, 2.7143716549470636, 0.15922767354452638, -5.262283676123136, -3.025128068250469]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple Mini/265_100.jpg,Pineapple Mini,"[-4.014136496328881, 1.7110868454057804, 2.2192115124702276, -3.385246889638754, -3.5126947168205622, 1.5404791217911658, 0.9191246860193402, -1.4347120176901431, -7.580067338094307, 3.946693140604584, -2.3829216192420066, 1.9258845337238948, 0.11103025989996729, -4.601039356079761, -1.9832936679556163]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/279_100.jpg,Watermelon,"[-3.338300484028703, 3.2773057422377727, -8.663787810283457, -5.36294046596904, 5.735881574279405, 6.802461090995495, -3.3052143368883273, 4.696495844995315, -10.233679584097732, 2.2189191249824365, -5.171358287940345, -0.12501723778529183, -1.2129105832761775, 5.727763759754812, 3.8106948264897476]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/r_237_100.jpg,Cauliflower,"[-5.870151743685109, 4.6584466422733195, 1.8292329626230053, -2.028141139261255, -0.29456327935842797, 3.727595505221102, -0.6944554908758612, 2.3409638874353074, -4.755640663072249, 3.065001515120825, -3.9662272718547724, 2.6960487950164724, 3.3829209356214736, -3.5784671054164456, -0.07466406239108268]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Raspberry/246_100.jpg,Raspberry,"[-0.4644448378033565, 4.855155315675082, 0.264665162363857, -10.613255195204426, -4.113355072235099, 3.134854213746596, -1.4214984981196077, 3.4597025942405337, -6.181563075722899, 5.530401603582271, -7.283357684154827, -3.274489344686224, -0.12310431289335162, 7.109307114630981, -4.4622800389581085]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Raspberry/213_100.jpg,Raspberry,"[-2.510135500088989, 2.898429827309597, 1.0585564425047655, -8.598860196777888, -4.832673972860908, 0.8694199806449244, -1.7860934981104237, 2.730397373789014, -3.5265229388662105, 3.7069288633059045, -6.608902884768888, -1.7963708471782482, -0.3864616091996185, 4.25848935371852, -2.7602040261898098]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cucumber Ripe/r_158_100.jpg,Cucumber Ripe,"[0.9187785922840054, 4.660558612883995, -6.114351965196262, -11.128482965100725, 5.332083509683387, 7.419346579480154, -3.725872249690978, 5.883148260593206, -10.389722441904055, 0.06886608775219381, -5.769916261656656, -0.8249448177524269, 0.7708194739629083, 4.85092457399424, -4.6333651957335995]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple/270_100.jpg,Pineapple,"[-6.039267707653133, 5.909191797000838, -1.1175124777632865, -4.779631067115186, -3.4397237047756333, 2.8593772060489138, 0.3099817697220842, 0.74579015266088, -6.801420121448114, 5.366694381154739, -7.2342998227785795, 0.7161545701690931, 1.6806760445721654, -2.197750988573753, -5.226355918055336]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Raspberry/102_100.jpg,Raspberry,"[0.5985670738551228, 5.634369627970165, 3.3989110480177973, -8.426727975888554, -3.3094117425571077, 1.9903110921722023, -0.510660391106232, 5.570398837045002, -7.013568815052014, 3.5298603416240812, -5.952580678242026, -1.697117848973085, -0.2039361568333738, 6.932887355252435, -4.915554637143941]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple Mini/r_207_100.jpg,Pineapple Mini,"[-5.423033389761165, 4.311606661291333, -0.31301291898179595, -1.720075808483737, -0.6750568225471878, 3.180597481279378, 1.7061591435855887, -0.8781178407262127, -9.900711064791029, 3.9193862369359977, -1.8312998338450701, 3.4640952316671454, 2.147930372718782, -1.6521772192209858, -2.2676801916813507]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/55_100.jpg,Cauliflower,"[-3.6990444696611715, 1.9288669689406734, 0.9776632194385684, -1.1869544228889193, -1.4405878146565545, 2.4027347144132256, -0.22674462491234815, -0.012364565069654039, -2.25090437072507, 1.8969184899975093, -2.933165479440121, 1.5735930226538402, 1.986595629884525, -3.4961512091958933, 0.7818129220047606]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Apple Golden 1/121_100.jpg,Apple Golden 1,"[-2.6902474256108504, -1.298607383752515, -7.8851923311219085, -1.8215070504180968, 4.88893615015339, 5.525242559359472, -0.5032683655681093, 6.150956234694819, -3.8297358404080524, 2.5323327830768223, -3.7597975397669825, -2.000673349318426, 2.9920298993423335, 0.9418287923634395, 1.144550626872862]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Onion White/r2_190_100.jpg,Onion White,"[-0.30499461272494977, 3.6137735727965103, -4.264841814177531, -7.529397014788468, 12.804589102247945, 4.86218286570037, 3.311932781484842, 1.190282272394343, -13.781332194366895, -0.7360266610862607, -1.8770033914828514, 4.072023264065939, -3.185432453792821, 5.400467845260802, -3.353132856347209]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Onion White/r2_12_100.jpg,Onion White,"[-0.576847615413152, 2.408217664723271, -4.450347576323794, -8.149460470253166, 12.06630600277968, 5.8744801664268005, 3.7156296296971303, 0.8913349625200634, -13.798271430547826, -0.9804188258141988, -3.5745729603826777, 4.045232987618956, -2.463264064282754, 4.929902996586394, -3.545874206416172]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Onion White/r2_10_100.jpg,Onion White,"[0.3932262615573076, 2.8899907661364685, -4.328551196371699, -9.093310468094439, 11.877557614326275, 5.788282687303169, 3.8179248023375325, 2.1681733849263765, -14.236246080543618, -1.4451883061470636, -3.118410148621527, 3.8333982487587246, -3.1165243080009675, 5.772282365031719, -2.5060077337031705]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Onion White/r_8_100.jpg,Onion White,"[0.5453226016074713, 3.1571843780081874, -2.5038251361019683, -4.980545000922812, 12.118681716855116, 4.27507513107421, 2.3104824786553375, 1.7677655218816166, -11.632245124692947, -0.5518810650413634, -4.218033417223322, 3.7079701649481205, -3.630673088859389, 3.0329806892323705, -1.4090761455246839]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pear Red/r2_265_100.jpg,Pear Red,"[4.865969336860246, -2.1664855420915687, -4.210143860551287, -12.575215119645138, 5.412920986710902, 3.0032636841410425, -2.8608992700253815, 1.1426860290779957, -1.9273678844725675, -0.748817970614533, -2.4069065624233215, 2.586212785658471, 0.8717477008124067, 0.6293357292096792, -1.4131517125967183]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Raspberry/r_237_100.jpg,Raspberry,"[-0.6394142748223489, 5.1624326212806935, 0.846294657649839, -8.231098746225133, 0.9999722467404132, 1.1205984076756599, 2.2003642585971743, 3.135294714745537, -12.221166999010045, 2.770618831937136, -0.9341495815653036, 1.1576565899048463, 1.673980508697051, 7.030284013403407, -1.3717869170520645]"
