path,label,features_json
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/r_60_100.jpg,Watermelon,"[-3.062990838652107, 5.176127645921039, -5.9389915425913316, -4.698289577934343, 7.189572080195947, 5.991086566225519, 1.1038368975304709, 0.9010397064188888, -11.613407317643135, 0.7132230067517676, -2.461240707468616, 2.5567025568647628, -0.8891993421374331, 6.963666827286687, 1.3509160397777833]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple Mini/295_100.jpg,Pineapple Mini,"[-4.337946916230468, 2.2769053665794483, 0.8762475389613994, -4.487637928317638, -4.204242543157449, 2.3296906178308516, 0.7735185183151002, -0.8798474068254846, -9.149117381242583, 4.225494976739825, -3.2763355986855536, 1.234074495626828, 0.7514153291480028, -4.245882854408828, -2.4142636214955897]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/272_100.jpg,Watermelon,"[-3.0589709041442994, 3.0922743510659574, -6.9612266095386905, -5.07966377070017, 4.046004878771184, 6.752736497088417, -3.1923869624936305, 4.419647195043167, -10.226477849289191, 3.6510966490117296, -4.138983272284364, -0.936090061220596, 0.21355870735487112, 5.738506333235562, 2.0969987650842326]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/r_180_100.jpg,Cauliflower,"[-4.861575665128101, 2.6645277029582033, 1.4045723257078335, -3.0412141296107387, -4.09513807762139, 3.402199894202701, -0.49678260046464184, 1.7237691030415065, -2.486216424240516, 3.8024599502627954, -5.779999913703371, 1.9366459337417594, 1.2462124771558385, -3.930843977674087, 0.8513057793442477]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/r_128_100.jpg,Cauliflower,"[-4.250884716332333, 2.758727629794631, -0.01601360642359945, -2.9003377816851947, -4.221183949004247, 4.092555169438776, -0.07872529411768937, 2.188894560030335, -2.3787122343525784, 3.237087154152784, -5.963444447012124, 2.1498727271270197, 2.4219073981653896, -1.9221058447641843, 0.41835939431340746]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/r2_234_100.jpg,Cauliflower,"[-3.9833560176209706, 3.041776078834542, 0.06210763032666084, -3.2474915893206076, -4.327705063119261, 3.386642621336766, -0.1199150899647304, 2.8842819953493724, -2.127807327002373, 2.8237305641177346, -6.164080194687969, 1.8674200691615936, 2.9079325928394013, -1.773705223971876, 0.000269972710340358]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/26_100.jpg,Cauliflower,"[-4.592307476472284, 3.2713628648507007, 0.8435109757284183, -2.057225717717481, -2.1738421380785784, 2.109590352874334, -1.51524150325149, 0.411877027538024, -3.219770466631277, 2.2858988419573, -3.9356375888586324, 2.0020925476650957, 2.5600617044691942, -4.176007637109561, 0.6623365070843541]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/46_100.jpg,Cauliflower,"[-4.627896580700715, 2.865334778490294, 0.6046486445143903, -1.210015420075022, -1.1350568871669482, 3.45998854122052, -0.9260577174836863, 0.35369667683545464, -3.6773446868170776, 2.6273426380182396, -3.1957604867408, 1.86914610138741, 2.8220804389440644, -3.3218064159873757, 1.0726052213366815]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple Mini/r_16_100.jpg,Pineapple Mini,"[-7.149213317826675, 6.932198836247593, 0.45655384850378994, -4.219688443400267, -2.295498413106687, 4.379999520977938, 1.9033628198273336, 0.026315818511861554, -12.307641239388063, 5.517242910251365, -3.5350564575627352, 1.7854569289925257, 2.4613788565384267, -4.563858894789115, -2.894001586785839]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Apple Golden 1/97_100.jpg,Apple Golden 1,"[-2.8010905413473353, -2.470548021257118, -8.813462084209778, -3.768350560408635, 3.079216996083692, 4.499617581252027, -0.5720634253311319, 4.015440479344591, -3.393086583249722, 3.149160175956941, -3.950879599966841, 0.27005071086240906, 3.8613791299224567, 0.7320252674753169, 2.1483761811378956]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple Mini/r_26_100.jpg,Pineapple Mini,"[-6.954105118278329, 6.669037992401922, -0.7566910967621691, -3.5937400095749794, -1.5097658204882731, 5.216544862063602, 1.3869421577659404, 1.0729004555668662, -12.387080105243916, 5.179165846392151, -2.8187669716439046, 0.7976809279315075, 3.9780020263409837, -2.840506256673488, -2.047763639693767]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Rambutan/277_100.jpg,Rambutan,"[-3.208940408128009, 8.841278902654578, -1.3437483408227968, -3.148963760924883, -2.0255206725086086, 3.41712154784293, -2.4863592335472786, 2.1632445195298033, -11.616811240989236, 1.3684129563278866, -2.961271398702944, 4.4301276383764385, 2.233161646594337, -0.6271361498731445, -4.988008375038896]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Lychee/66_100.jpg,Lychee,"[-3.9606842835292437, 1.9142497214390526, -0.147231214547578, -7.744814598072524, -6.694451990952002, 3.933396227415289, -2.999288962221782, 2.3793811441111603, -4.359926330523909, 4.031571915551947, -6.300291927478633, 1.7424583467180237, -0.21661948692951233, 0.2450921515932947, -3.036939684317131]"
