path,label,features_json
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple Mini/31_100.jpg,Pineapple Mini,"[-5.454212340158655, 3.133743038229449, 2.1919767171209115, -3.4122601310738223, -2.4709475907555647, 3.535504842984447, 2.674074231065832, -0.8140919603701656, -7.842850344512144, 3.9235125837602975, -2.517364316382649, 2.136051355114666, 0.7940004230357522, -4.332227412596546, -3.016554636656094]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple Mini/310_100.jpg,Pineapple Mini,"[-5.035189721709957, 4.089872481651876, 1.4271704039728659, -3.312191744297374, -3.166564264123964, 2.864743462777319, 1.8021534338001002, -0.6810942594379562, -9.145977133012764, 4.672290737112514, -3.096123304292579, 2.655924306422187, 0.25111447361882205, -5.460439392584709, -2.933435044618651]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/255_100.jpg,Watermelon,"[-3.208816845490877, 3.899608273206466, -4.9526471582517875, -4.990207398758529, 3.4564580906160813, 5.897955098896545, -3.06956429566771, 4.917163326910277, -7.889985692023245, 3.960234909729643, -4.535541386676943, -1.162039099572337, -2.2459011797769506, 5.050776682599281, 3.5048904358833286]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Raspberry/205_100.jpg,Raspberry,"[-0.9273662794991248, 3.1171987566359607, 1.0091115309337158, -10.021715656101565, -4.063345671169749, 1.0891325139226598, -1.053083712238745, 3.251106988244669, -5.0495791548169215, 4.3023435005628246, -6.440629762821193, -2.703693693204164, -0.28908354135496095, 5.713168564941274, -3.339205252090987]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Raspberry/203_100.jpg,Raspberry,"[-0.4293942334700383, 4.047189892962555, 1.6780911861270966, -8.710435718786728, -3.5411233795602928, 1.0991993189408864, -0.4476009759650991, 4.037993826764927, -4.402108370682387, 3.9423293576962757, -6.2076318587979795, -2.1071877685339837, -0.2836489346862545, 5.339930068609852, -2.7526089098927606]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/r_228_100.jpg,Cauliflower,"[-5.533885667453395, 4.574808866808048, 0.9014570596405171, -2.4077970765567756, -0.9967195776105304, 3.564926586722069, -0.02841080739715524, 1.8306526742107982, -3.9231421506389057, 3.085418996352894, -3.612786528165164, 3.091497807231648, 2.973274799415508, -3.5633545184421305, 0.2977179940597977]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple/232_100.jpg,Pineapple,"[-6.017834307026448, 6.894271915020276, -0.0035145108099617073, -4.690314192109931, -3.796232448416636, 2.5117427166644117, -0.40278693394966786, 1.171640843121043, -7.9583780170063525, 5.821042927372835, -6.553305980055161, 1.0772779193987898, 1.038028143704693, -4.445225094168858, -6.261486654942972]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/r2_194_100.jpg,Cauliflower,"[-4.21508080672597, 2.012363395292045, 0.3631856140993211, -2.882939974752402, -4.018072446222148, 3.1593983726556125, -0.8877721695295624, 1.1377904862485368, -2.106147229198507, 2.50986571924641, -4.438880413976389, 2.067227986326243, 2.794411373294222, -3.5171297695408352, -0.34407348522676795]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple Mini/r_305_100.jpg,Pineapple Mini,"[-6.665386127433974, 4.770234173049824, 1.0976643900802567, -3.570061054079147, -2.2245953622021073, 4.553478814533473, 2.9852356769380797, -0.28385280332276464, -9.768226586672675, 4.394346010505277, -3.2534817108008722, 1.613132758802119, 1.135193388379507, -3.5486364119881304, -4.616477874688371]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/187_100.jpg,Cauliflower,"[-4.800250502840796, 2.1595691983079712, -0.06437922421693727, -3.417404219762005, -0.6731817102232576, 3.8471890998292753, -0.9973622614573976, 1.6292490429367006, -2.4538817903581256, 3.164852030552401, -4.199527392117103, 2.0160704954940245, 2.5853976869146362, -2.2619918613224526, -0.5771565223783719]"
