path,label,features_json
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple Mini/316_100.jpg,Pineapple Mini,"[-5.014930005555829, 3.0826795438130667, 0.9413410473363607, -3.926552533266148, -2.6836559106170443, 2.741575606566822, 1.4866979218469385, -1.2159288214518404, -8.802616809454204, 5.325512925291932, -3.2628394706585344, 2.0976529968292073, 0.938150698205533, -5.32151172316849, -2.4283642395180447]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple Mini/297_100.jpg,Pineapple Mini,"[-6.107735677968492, 3.4689421316207363, 1.081272932127111, -4.017567251950797, -3.1966598358180107, 3.601404946868837, 1.8491056871666918, -0.854283134786118, -9.109422003315228, 4.376306583877039, -3.192139059410277, 2.2904842435142343, 0.8902166672541386, -4.9613257326357925, -3.1888998630248686]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/260_100.jpg,Watermelon,"[-3.314759618014268, 1.98459176053066, -4.654239061506243, -4.408635397947096, 1.8867424682826945, 3.550946832220923, -2.5702265846729744, 2.9963247663465933, -7.229207803428972, 3.155516059872556, -3.3537709259855037, -0.38911240159433697, -1.1662786751024643, 3.8438268226625754, 2.9706003704742123]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/126_100.jpg,Watermelon,"[-2.5699979766550602, 3.308454043814592, -7.864015790700957, -4.628847881121935, 3.7897310846723338, 4.4907003094448505, -1.3627332795689986, 4.795641306773797, -8.430371439004558, 4.280615473582055, -3.060685911175482, 0.07770458799300474, -0.4107029529510961, 4.960807259011569, 3.6889057918150963]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/235_100.jpg,Watermelon,"[-2.8109564954259425, 6.458021663005873, -5.581548560154137, -5.095617765028663, 6.416187234906088, 6.873334880393251, -3.3438152458760477, 4.079017909533909, -6.9063665080431775, 3.640930978820682, -3.351898792961528, -0.8340401461246918, -2.471027474973976, 4.454243962356404, 1.2920749948630568]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple/289_100.jpg,Pineapple,"[-6.113189620715333, 5.2204572295490825, 0.584885770793355, -4.04101960134686, -3.7120061415326195, 1.4941044043495961, 0.6486359472332662, 0.5771878396779305, -6.328791165236137, 4.608104218975751, -6.85874438149472, 1.5939221013369627, 1.1140319883281555, -3.6992049463430865, -5.145184579150386]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple/242_100.jpg,Pineapple,"[-6.451646123323336, 6.550326972489085, -0.2128757595782972, -5.253437876618473, -2.7570637040473565, 2.717985579976969, -0.32514933905547994, 0.4346218837477007, -7.6350102603180865, 5.670124848505244, -6.932245486166775, 0.8002160875783229, 0.644701266671628, -3.611666854245302, -5.8748527153959085]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/r2_225_100.jpg,Cauliflower,"[-5.024009517459343, 4.186411865119596, -1.0015058012769205, -3.082311626120372, -3.2418184120353732, 5.276009627409523, 0.11676421328602855, 3.5907172002739456, -2.9818333443577822, 3.5316054947024975, -6.474488448074272, 2.6774280127670513, 4.126214236717318, -2.233366000453369, -0.5336167356498945]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cucumber Ripe/r_155_100.jpg,Cucumber Ripe,"[-0.25775785256299943, 5.476622835778589, -6.223326580654008, -11.73661317183559, 5.967042620288368, 6.9909641895380945, -4.906824862320799, 5.551687646964243, -10.078035295135575, 0.3908313499883285, -6.2989244724472195, -0.7306957282333061, 1.3114857716398156, 4.418713654008476, -5.761970973398666]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple Mini/r_175_100.jpg,Pineapple Mini,"[-5.446812653143421, 4.065186966538069, -0.40663498024446565, -2.486255179903151, -1.696079772703113, 3.4229275518383, 0.8219443974505034, 0.5002752268234827, -10.054538403826053, 5.146386971990514, -2.294078800321713, 2.719331447781088, 1.8774162190801962, -2.85134916855625, -3.6681026679579225]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/27_100.jpg,Cauliflower,"[-5.040080613282252, 3.0513060429157646, 1.045465241997934, -2.827463024464539, -1.7423524578998155, 1.808320779887844, -2.0266292261596086, 0.4725737619951195, -3.4772045719744478, 2.5678565309567882, -3.913578711460579, 1.8504063036456548, 2.9601492874322854, -3.906988153228797, 0.4869611868689656]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Apple Golden 1/102_100.jpg,Apple Golden 1,"[-2.872558580127059, -2.0515060029083036, -7.657659591429757, -3.957211878235134, 2.397194047879484, 3.859434814405831, -0.9539538667899153, 3.716702145550362, -2.975077608600527, 2.5109293110611013, -4.440098143075621, -0.50122370246673, 3.670109596534921, 0.39928292290768, 1.7261139231957805]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Apple Golden 1/128_100.jpg,Apple Golden 1,"[-3.5715989667374815, -1.509066733664606, -8.241583438794235, -1.8879962922114195, 4.885639330362642, 6.165851751808917, 0.1101960763313355, 4.116871641352688, -3.080272052618517, 3.3635442279360457, -3.8952193642121644, -1.1164328602694202, 2.8340436310960886, 0.601546836804133, 1.5794481474281767]"
