path,label,features_json
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/r_69_100.jpg,Watermelon,"[-3.5098752000404554, 4.714142974772371, -4.700988840842994, -3.7241052672223587, 5.096131250836004, 4.664861976652874, 2.4153564719163847, 0.2765345025844319, -9.062798187518736, -0.5314399084207668, -1.483977223816359, 2.9790567925882003, -2.1394521724882902, 6.4142969797097065, 0.03442008651839388]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple Mini/272_100.jpg,Pineapple Mini,"[-3.873892839414092, 1.97498824933566, 1.7651439211475262, -2.8505306846359786, -3.555108870357837, 2.0599740451596906, 0.8410736567221817, -1.4959350275759886, -6.86874631883537, 4.174559149390671, -2.622110218225156, 1.8770445109433402, 0.29035592681881434, -5.109689817472189, -2.3295740204179043]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/r_52_100.jpg,Watermelon,"[-2.2567636747480733, 5.928876346759719, -7.031229695276931, -4.9052282141088615, 5.966418331883848, 6.588028153649265, -0.11363702866327424, 1.9293538958199028, -11.683465423739996, 1.4556970398183005, -2.1502199944661293, 2.1064337344063646, -1.2611987295710505, 6.23537085371281, 2.1426994806788326]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/146_100.jpg,Watermelon,"[-2.2658157249013873, 3.603172502049604, -7.787046866399282, -4.523021261747414, 3.8361855688969992, 5.070499807865344, -2.6597382480652287, 4.586785359517617, -7.936988596365443, 4.085707186510824, -4.172573663640036, 0.07588455583032178, -0.620042064128967, 3.4533250569085547, 2.728597169495807]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/286_100.jpg,Watermelon,"[-2.959026627382774, 2.859080546705246, -8.491979860376482, -5.560442324168003, 5.553275599826208, 6.360160396253383, -3.176978815084868, 4.437877388405531, -8.98773997916776, 1.6850731468135498, -4.355617564165877, 0.2733721164540594, -2.542768616062887, 6.2544275069382245, 3.8650891501485383]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/209_100.jpg,Watermelon,"[-2.9273196118224236, 5.890705497321483, -6.6168109694246935, -5.213036098220796, 5.049476208236646, 6.430371425164652, -2.195154026010942, 3.135664616150598, -7.799003431309342, 4.022819800772031, -4.087613800062416, -1.7549514144165448, -0.583000148521191, 3.57101985295285, 3.4235807381313332]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/r2_228_100.jpg,Cauliflower,"[-4.959841635403546, 4.1097325394206035, -1.0264223428852775, -3.386564782939986, -3.508931586036302, 4.686908009617872, 0.4056619018337139, 3.0861529745016885, -3.1801626965325522, 3.3800417515581342, -6.866083579193699, 2.4426763340256397, 3.919293488833682, -1.5324764146439571, -1.0037719121226256]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple/99_100.jpg,Pineapple,"[-6.33457057985661, 6.100233670088858, -0.6262045110637338, -3.32310228558019, -2.686234390828258, 2.9224513638740475, 0.12729369315567007, -0.1299557524703904, -8.158819988470848, 5.394043749345249, -5.417186759055948, 1.4773800262225356, 0.7299890698204043, -4.908183414546724, -5.573566580343072]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple/215_100.jpg,Pineapple,"[-5.798685729687826, 6.565800548175734, -1.0247952850178232, -5.564337995545384, -4.216563208631039, 2.1545931637074545, -0.8401856705178936, 1.3577800999391145, -7.738088356229242, 5.042171233533066, -7.828007569506529, 0.601920495443439, 1.1256675479890257, -2.86797288236891, -6.229467080933127]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/51_100.jpg,Cauliflower,"[-4.169536506014331, 2.8815981641348802, 1.6122889966007996, -1.706479914309621, -1.838253728377838, 2.2916678968956723, -0.23421378121094005, 0.15868217763015108, -2.725079808809972, 2.252402346806634, -3.509180837612094, 1.839855296521405, 1.9969732588739055, -3.52485044634558, 1.1891483376952532]"
