path,label,features_json
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/r_68_100.jpg,Watermelon,"[-3.0779745148916033, 5.56223375657303, -5.1794463004773394, -4.768889802648808, 5.3349204639173795, 5.263283760172391, 1.9860017096193756, 0.6406113083594395, -9.830810384441927, -0.11572572217706639, -1.5997305736667287, 2.904264234900447, -2.1607900253273, 6.775074235978253, 0.22522203542373093]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/r_76_100.jpg,Watermelon,"[-3.7336718639869746, 6.0426386620626475, -5.085890867510993, -4.150621714909527, 5.957063610650751, 6.072652276119793, 3.2541506097114072, -0.5077699876526811, -10.51706872915628, -0.28746300859218576, -0.970683552969418, 2.910716481711553, -2.0004063228004263, 6.942711437764003, -0.45195185571644175]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple Mini/131_100.jpg,Pineapple Mini,"[-5.081948535973969, 2.887164136802137, 2.463491863913659, -3.0697174987507485, -3.199434941797369, 2.236897699645532, 2.4025155860546903, -1.328870707863132, -8.155285445163779, 4.254795945123261, -2.8262866271047318, 2.2930848937301183, -0.039028728502929266, -5.440463736450892, -2.5289484463432017]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/253_100.jpg,Watermelon,"[-3.3490390274079127, 3.5348687583253655, -5.79155692607904, -4.723072905304857, 3.5576730518615842, 6.091196654615639, -2.4375630751041215, 4.319726286787554, -7.335093604576574, 3.3592845187384537, -4.22551333653415, -0.5087809848712004, -2.4847402047677356, 4.693339135819219, 3.172658355593285]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/r_181_100.jpg,Cauliflower,"[-3.8691150664634573, 2.0796112452411246, 2.08482015548923, -2.6016443049197227, -3.416411381487945, 2.315963606584778, -0.7273207647494347, 1.5814310925566026, -1.9699532648144369, 2.9874844787022257, -5.315908626900194, 1.41894600731618, 1.0744015787783263, -3.6039220354888837, 0.9072445390063515]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/r_290_100.jpg,Cauliflower,"[-4.027916801632663, 3.4815899535906336, 1.84220276996734, -1.230198146560553, -1.146676576705858, 1.6045767550058274, 0.5937894144683918, 1.2496139517630962, -3.5360098927230283, 1.9336936878820448, -2.41622865909254, 2.2696988811836714, 2.0696955785594775, -3.3594478837690023, 1.0709836684027463]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple/266_100.jpg,Pineapple,"[-6.533646473283568, 6.034744716217176, -0.06581112364415334, -5.557710808093453, -3.258705660068388, 2.5015175909798804, 0.29534963604486864, 0.8651446293689897, -7.20303315775193, 5.234191421995807, -8.072506502623153, 0.8689970151276548, 0.25128375236790207, -2.4861001518734858, -5.7659817251527645]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/23_100.jpg,Cauliflower,"[-3.7830565642674654, 3.0899112849752672, 1.06989738048615, -1.9801958302566234, -2.117216727027497, 1.9097633092417707, -1.7870948009922545, 0.5933014581743754, -2.7934591550610897, 1.759930772801395, -3.626719701995338, 1.276664373929783, 2.1008774140892466, -3.4027492094123115, 0.8071913315342821]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cucumber Ripe/r_46_100.jpg,Cucumber Ripe,"[-1.027416277281334, 5.794914041940917, -2.224313919937627, -8.992203009766301, 7.437843211765111, 9.849653429875563, -4.675758923123476, 1.2632548069002099, -6.595525281870351, -1.2518288179236317, -4.515817168597014, 1.3876915894479003, -0.40264883278070385, 3.285120106667224, -3.213784410356728]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/226_100.jpg,Cauliflower,"[-5.359792777568162, 2.9232797873741188, 0.8630056742345752, -3.260314127357262, -2.3992762007943176, 3.1135160832573456, -1.1968819540431597, 1.2129375406764737, -2.4878742866076013, 3.5914724723062355, -4.47845882478856, 2.4695100630397584, 2.2705524311245253, -3.618326656725594, 1.308506237636085]"
