path,label,features_json
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/r_90_100.jpg,Watermelon,"[-2.823782596440149, 5.672803215125042, -5.61426029884638, -3.245506188182171, 8.808376955673578, 5.536055443653366, 3.192500596394309, 0.4834112193704252, -10.293814745968835, 0.4219350018257875, -1.4692945234161714, 1.41085170183415, -2.4082934179120867, 6.665089357769309, 0.661970076134182]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/r_63_100.jpg,Watermelon,"[-3.3091230613581475, 5.319735977201677, -6.144493667279549, -5.122351621854567, 7.244713432471768, 5.265250141697015, 1.7557825144098087, 0.9712360787462845, -10.675536625542852, 0.5060852153279344, -2.1252393943936645, 2.2004563378187827, -1.9683880515631376, 6.42579259384565, 0.6156476292318783]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple Mini/59_100.jpg,Pineapple Mini,"[-5.826896264728455, 3.7045037186184047, 1.9709011822352933, -4.483267422056904, -2.344802769994123, 3.1580443450020326, 2.0943902638336165, -0.6399639215741372, -10.097399315641905, 4.464853997161502, -2.259763645132683, 2.611596861180527, -0.20304884038069698, -3.9387131704933918, -3.0435375922574974]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/r2_218_100.jpg,Cauliflower,"[-4.103705938574794, 3.482786952833756, 0.004102446766006702, -2.358379965743187, -3.8572812068576607, 3.944041415638264, -0.5510743978361029, 3.595625590805693, -2.6442082469694133, 2.8849518885512615, -5.445286773427763, 1.7253093034298694, 2.775452629485996, -3.0418616829669896, 0.045219658651642236]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/r_304_100.jpg,Cauliflower,"[-5.324589203394957, 4.353698979773541, 1.9693278389161029, -1.7809999050132, -1.9996378317600032, 2.308095675186047, 0.16800258718541214, 0.8461596531820249, -4.61149557141899, 2.7459146210260594, -3.7967132310501026, 2.8509020948911115, 2.1794575314257654, -3.989121766933892, 0.6250421238885007]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/21_100.jpg,Cauliflower,"[-4.3217802317522445, 3.081367811055306, 0.9822694743478989, -1.9047435869067613, -2.045541489304789, 2.089028924724989, -1.7818190704417973, 0.33753470935151986, -2.97971130755879, 2.286126582430969, -3.569234227017028, 1.92917184508856, 2.8182314668914343, -3.874477866416776, 0.8834484704720871]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/r2_50_100.jpg,Cauliflower,"[-6.880351685784491, 5.839354847123859, 1.4558295183844592, -2.674472794242791, 1.5090184840810872, 2.435633983302709, 0.5706122367213328, 0.5201045719221895, -8.978946775033357, 2.9609037635184947, -4.1660270067021035, 4.199218815292536, 3.780631868003372, -2.2694375021355433, -0.44605204886500593]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/r2_52_100.jpg,Cauliflower,"[-6.15188903026626, 5.2383719989249204, 1.906916900207165, -2.0611437436060096, 1.1998757147600632, 2.2885447403308636, 0.42938169719396624, 0.7641926319594171, -8.246846678887135, 3.2664281023260826, -4.292995916693312, 4.293109268267177, 3.2948180620667107, -2.2233078287039816, -0.023794679444051295]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple Mini/r_172_100.jpg,Pineapple Mini,"[-4.686431883650491, 2.628862470477781, 0.5058706260973496, -2.0685344300383366, -2.559068182055687, 2.6377936972316327, -0.09313564770245789, -0.2703145616689607, -10.19417297278786, 5.26779204321952, -2.357241066766851, 2.353636606431541, 0.214737339759785, -2.3162327144712527, -3.14753308158277]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Onion White/r_174_100.jpg,Onion White,"[-2.377793680136438, 3.721301936216204, -2.1504236194148003, -7.393795505700771, 11.306070998186746, 2.2832625185833777, 2.7861164733366115, 5.428722359598827, -11.21715385971539, 0.06716474619280671, -2.0340954905022066, 2.8546290885802748, -0.763377773951135, 4.464812309290562, -3.1122740203371495]"
