path,label,features_json
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple Mini/305_100.jpg,Pineapple Mini,"[-6.078881545650144, 3.4864409098516824, 1.3972648030277526, -3.9054992172524376, -3.2128483906523475, 2.527108563178714, 1.6396879036975862, -1.2953777143823288, -9.147322252149388, 5.379727238157275, -3.4873895122662155, 2.4584826085934566, 0.06180646671725688, -6.2016565099064485, -3.073631734688909]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/262_100.jpg,Watermelon,"[-2.699940478768317, 3.3878929479154967, -5.6804018592485335, -4.173744729862962, 3.6086579740850797, 5.769935380367098, -2.733561695957588, 3.75956857692189, -8.890427402438178, 3.492543967398183, -3.7621021433360093, -1.1981806177135923, -1.2348646055446384, 5.600211252637462, 3.407010736303017]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Raspberry/212_100.jpg,Raspberry,"[-2.3374240017471295, 3.522073366151037, 1.3384234583271593, -8.339075130994386, -4.565793365855695, 1.2447898779532307, -1.3004566858965854, 3.3546976427504847, -3.959522103779039, 3.9707997885479887, -6.94985157820366, -1.800532908211525, -0.49024509853287845, 4.5340187031417445, -3.534870075473191]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/r2_214_100.jpg,Cauliflower,"[-3.921781683038336, 2.5824431523550166, 0.04920398819557353, -2.626889427156803, -3.6074270596159144, 3.4503196104830605, -0.7022664760925927, 2.694827577917899, -1.6578697951526051, 2.8100967502115495, -4.912598419690081, 1.765184462745856, 2.670150012270279, -2.4446841365070906, -0.055257061395255255]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Raspberry/247_100.jpg,Raspberry,"[-0.9004558806342519, 4.31960687578099, 0.7987461594765053, -10.59540844102823, -3.9727923285724938, 2.5742828319762996, -1.8800523543150665, 3.9705037479742824, -6.38341409690066, 5.566050039963301, -7.606808288146771, -2.801207522837013, -0.1804799477281062, 6.807083601318064, -4.298316428709695]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple/22_100.jpg,Pineapple,"[-5.357755314226792, 5.926885314709801, 0.28223341936444674, -3.6284314329570058, -2.835597243244764, 1.4867987301170573, -0.02623680146791258, 0.8033964435108798, -6.568237579148267, 4.63774876139342, -6.918447115661247, 0.514487331622187, 1.052589332735508, -4.0819475440698, -4.96962263059002]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple/15_100.jpg,Pineapple,"[-6.257491478690543, 5.649676936613148, -0.5792482859825087, -4.331422832733123, -3.6057710282661004, 1.84244906411499, 0.2178857092057337, 1.0936336670557492, -6.917317424768114, 5.199178981132673, -6.367781471908643, 0.7189555888526963, 1.3773624189298774, -3.9061830071503105, -5.362605594917125]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple/17_100.jpg,Pineapple,"[-5.611513353458051, 5.0872690901595, 0.4399024496606909, -3.7129837004626136, -3.9623092330698273, 1.7978406715207866, 0.14517871983660302, 0.365086022602728, -5.722336166943918, 4.778458673193624, -6.374685027080515, 0.7699347137428949, 1.0853573277456725, -4.116353263807422, -5.42364698515088]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/62_100.jpg,Cauliflower,"[-3.8792303693292016, 2.789607819068665, 1.654274462684203, -1.599162274378228, -1.3097760031926715, 2.7728224748951957, -0.33992727908853343, 0.6504160139383537, -2.231380081066307, 2.1722587807281744, -3.5563442068745714, 2.1678717859093544, 2.4809278011578915, -3.618304798007498, 0.8335858350838905]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple Mini/r_55_100.jpg,Pineapple Mini,"[-6.683072536667752, 4.739334390352916, -1.1283991163193765, -5.277313539632562, -3.2039045647572637, 3.5514569285860436, 1.6014379059616082, 0.015563490609663189, -10.496629551121078, 5.678559744782082, -3.4449791640838843, 1.3354751677248227, 2.3020398901674817, -3.355304481979774, -2.8490406579159813]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/41_100.jpg,Cauliflower,"[-4.91887044780872, 2.51377187234104, 0.09707342949715865, -1.1978972250368962, -1.3609286249747463, 3.28318228608789, -1.309422759414495, 0.8198618105542251, -3.2911808851367104, 2.63886005081077, -3.295778033189858, 1.6527325279715341, 3.4315613692402835, -3.2478217518315495, 0.8676375764159635]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pear 2/r_256_100.jpg,Pear 2,"[2.6025682979213602, -5.34182623684682, -7.778990011229668, -6.599544375806091, 7.6114227472773415, 4.416565504879797, -3.3045647930980033, 0.2339187134563224, -3.989414882926954, 1.0460793291173385, -4.29352576826436, 3.106345696690588, 2.0510540026275588, 1.5393042020207517, -3.5894821049507244]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Rambutan/297_100.jpg,Rambutan,"[-3.126799682589925, 8.092451147379355, -2.4416139094288822, -2.7267132763918056, -3.901209197108076, 3.250218326242597, -2.135991081787141, 1.390300824870629, -10.716239433222665, 0.6799847248168394, -3.7845819313072027, 4.10828295793091, 2.2508918440480308, -0.3251245523378376, -4.072104989914312]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Rambutan/270_100.jpg,Rambutan,"[-3.337235254062928, 8.48714762612353, -3.0092543747423197, -3.3113208445554467, -1.8141609046826324, 3.3609892943547526, -3.490932544939824, 0.8954407087635693, -12.528795957649047, 1.8877942299540806, -3.105669951928544, 4.539429335296465, 1.7272987672671216, 0.08179274557738347, -4.428861756035198]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Raspberry/r_109_100.jpg,Raspberry,"[-0.9360052524934435, 4.344846112648963, -0.46083245929577893, -8.684374122850224, -3.9855959749774743, 1.7443920102635455, -0.7694608037029858, 3.5054851774851854, -7.5682375584674295, 5.561160915391259, -4.480670488885836, -1.2598896760702152, 0.6731396047761075, 5.202836634663087, -2.9929162628764248]"
