path,label,features_json
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/r_110_100.jpg,Watermelon,"[-2.7870339018409647, 5.261695069807601, -6.107649031942562, -3.2325599397061127, 8.436793396165841, 5.463930975279564, 1.6737915640072167, 1.0508747596018821, -9.717976571347961, 1.211510900279468, -4.287754698613858, 1.0630432964093066, -0.41572437576081234, 4.827451387886431, 2.442616196477886]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/r_65_100.jpg,Watermelon,"[-3.2145721693585574, 5.19983785461134, -5.56574574957239, -4.604803325795242, 6.269971935174858, 5.550179977435482, 2.25672324948511, 0.2775284069498753, -9.19786077954372, 0.30289325255915756, -2.0525484522994226, 2.5541812528641756, -1.9782318497605589, 7.117145762555097, 0.0042459922345685535]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple Mini/128_100.jpg,Pineapple Mini,"[-5.605844417593477, 3.216863557998772, 1.8381404788430251, -3.887841345113952, -2.336883062084813, 2.3750531360268092, 1.7613908191474228, -0.7136315412089721, -8.261197957316258, 4.206056544355896, -2.2399419892431665, 2.438984349994563, -0.11157287926948614, -5.207168623662185, -3.1776836713891714]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/r2_221_100.jpg,Cauliflower,"[-4.779379260588357, 3.706045342060657, -0.27551980635487655, -3.0711429745692542, -3.679020586704568, 4.0973179972005935, -0.15122633963455545, 3.209265089777273, -2.4237509531909534, 2.960766386029919, -6.246256694374797, 2.279262450986257, 3.4232264429085215, -2.6596670255208146, -0.22357576469945697]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Raspberry/87_100.jpg,Raspberry,"[-0.44555153749553866, 4.510110750245929, 2.053586201720373, -8.555703238382106, -4.335252678118912, 1.7380289575264436, -1.1585518499670933, 3.3036061652593904, -6.63636391389174, 3.505770832108953, -5.839116405693005, -2.183331492887116, -0.09708326005192897, 5.121632585400574, -4.095848123459453]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/r2_191_100.jpg,Cauliflower,"[-3.5223243689277313, 1.7148612617147998, 0.7933847825462891, -2.7566085718593225, -4.124422822719172, 2.77205968689345, -1.3635937760906598, 1.686693381119636, -1.4376277058197005, 2.1301948387619207, -4.346557365315686, 1.7341735918756727, 2.262807156460952, -3.122674747057676, -0.026482275111226975]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/29_100.jpg,Cauliflower,"[-4.647892944744067, 2.927565899334699, 1.204090344493823, -2.545518565713426, -1.9307315072491917, 1.973870780442253, -1.564864176438259, 0.24970146257975753, -3.010566544648523, 2.2155251307326407, -3.8916871047064827, 1.587801018844836, 2.903430687737744, -3.489153095901946, 0.8028255329066464]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/184_100.jpg,Cauliflower,"[-4.899999928772427, 1.7441900821037222, 0.12148288436972503, -3.222177613671547, -1.3411428531361098, 3.5647549421644835, -1.076345431766087, 1.001376028410804, -2.427050726984395, 2.7451470008391228, -4.818124768798123, 1.9957632323935555, 2.5115772211646425, -2.9569051876315475, 0.5035806937542298]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Apple Golden 1/94_100.jpg,Apple Golden 1,"[-3.113781007001885, -1.8201535223297431, -7.6400437689796945, -2.7146074511819642, 2.8957419678486116, 4.895039356424331, 0.06684832820667902, 4.288272389149024, -2.3359358814291857, 3.221093987871163, -3.021902389127744, -0.7229116414843553, 3.8177628195141518, 0.1493430426570917, 1.0881496901290093]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Onion White/r_191_100.jpg,Onion White,"[-0.4789468992709424, 4.377094526060275, -0.1733649817852397, -8.090367657769669, 10.63779592182786, 3.889810349121935, 3.1873848546019055, 1.5225283880941989, -12.503440975116698, -1.305847678999381, -2.9043088335663776, 4.465184463067979, -2.514419645692195, 5.310918385201079, -3.273082121542191]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Onion White/r_9_100.jpg,Onion White,"[0.4444923897316154, 2.903511324931726, -2.3739375599050505, -4.70368418128417, 11.481612654337185, 3.4111767077883086, 1.3516270677421873, 1.3036169237288078, -10.981489069914673, -0.5029137908104518, -4.123635552659205, 4.246938207790738, -3.6111570881411605, 2.842732479559766, -1.1077102580381575]"
