path,label,features_json
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/r_109_100.jpg,Watermelon,"[-2.6730012373417966, 4.782832295293021, -5.407869149062598, -3.036629990318818, 7.568651782897238, 5.183233730443926, 0.2017576688812333, 1.7134924074241755, -9.987705873521133, 1.9089509533366307, -3.142597124202609, 1.3094152411201647, -1.1611863613505242, 5.5508167495407745, 2.345086918387369]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/r_84_100.jpg,Watermelon,"[-3.134065069441033, 6.631075330295023, -5.680417207213959, -4.0720833072633855, 7.409314600232351, 5.447748396464329, 3.5374313097949246, 0.3858881012568416, -11.149314638838298, 0.0981013902344721, -1.423318606320832, 1.4636167069805688, -1.9786921667460193, 6.777408847809447, 0.476102090415762]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple Mini/56_100.jpg,Pineapple Mini,"[-5.600533932672999, 3.412486491989044, 2.2941440535375963, -3.5857143146867285, -1.9697277175526675, 3.1372621329052746, 2.3841225371681634, -1.0485360830508483, -8.753668409466968, 3.60177490043815, -2.458121962151935, 2.7324314320422096, -0.21336132611805847, -4.3253357014022145, -2.5493706025382017]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/r_240_100.jpg,Cauliflower,"[-5.11222245163378, 4.357005633934272, 1.474918258521163, -2.0133741503872926, 0.22016661462996862, 4.173489078784954, -1.2317763837936884, 1.9466229002530642, -4.733628961376348, 2.3649959474837607, -3.7101932919937397, 2.6876870229917142, 3.481736838281042, -3.7223762421202338, 0.41897389548867675]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Raspberry/219_100.jpg,Raspberry,"[-1.9875168084382204, 3.778180771030017, 1.3841733065024704, -8.792059906795041, -4.321694901143992, 1.2452061157491352, -1.325844166785953, 3.390377934279586, -3.28197482219212, 4.113917282610836, -7.474537620470754, -2.603466600612698, -0.7981005327282517, 5.183045164482013, -3.9269258011459405]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Raspberry/99_100.jpg,Raspberry,"[-0.015361281885022506, 4.863361533175522, 3.148237538735896, -8.377012263056251, -3.2850566822598157, 1.0691473808048946, -0.8989658461553065, 4.586437336627455, -6.959606840376344, 3.502792537315184, -5.254783079241054, -2.4354417663123327, -0.7893519228389073, 6.417655745534065, -4.806283395903857]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple/238_100.jpg,Pineapple,"[-5.983699978728759, 6.3123702843567795, 0.1463953130475334, -4.89954381160595, -4.026770693469212, 2.8727521183411278, -1.0404293612878843, 0.4262928527683729, -6.799517263575739, 5.609903219730063, -7.299203028522478, 0.702881643612091, 1.1123433849901192, -3.734989605258674, -5.914353827142679]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/28_100.jpg,Cauliflower,"[-4.435132592401221, 2.687222906473381, 0.9578982452484452, -2.381232877237551, -2.2465903084159655, 1.8377904794632784, -1.4242301874484788, 0.5251492420974015, -2.9669968842809378, 1.9065274005697397, -3.6097120953684287, 1.6202067436990628, 2.8126368216388196, -3.4718049110150746, 0.9848473014061166]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Apple Golden 1/126_100.jpg,Apple Golden 1,"[-3.1009846722054184, -0.6153318653534209, -7.36268068705513, -1.8533607115047812, 4.13354301427464, 6.583707150604033, 0.3183279410385266, 4.815560869143697, -2.641535620186498, 3.472051474455941, -2.6878625211858584, -1.5726122620342975, 3.0493244552528664, -0.09961360341004587, 0.7119575404726558]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple Mini/r_38_100.jpg,Pineapple Mini,"[-6.153572547985205, 6.087088082842484, 0.0636645111700194, -3.47287677892688, -3.0301281123799666, 5.040990482276169, 2.3403782117527543, 0.79809176465937, -10.190743562878684, 5.265150875621998, -3.7554718337420785, 0.6761673979836283, 3.478121685331984, -3.2246988567766617, -2.6317610464813925]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Rambutan/193_100.jpg,Rambutan,"[-3.814385355279013, 9.653549338249624, -2.86492975242008, -3.0331087465861435, -1.980163237941593, 2.3590309172227353, -1.7213781134685637, 1.2975415113837845, -13.251479093275606, 0.941641352472453, -2.2903124598412843, 4.853048845978934, 1.2282182442906173, -0.7829633540658495, -2.9903796368255913]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Raspberry/r_38_100.jpg,Raspberry,"[0.21280841949989102, 4.841155971220369, -2.941721987494394, -11.10667867818812, -2.7778502869190183, 3.014487156106491, -0.7708688755057017, 2.8194317266272884, -8.311730819045152, 5.6986756671219805, -3.0240686225725097, -1.2219431198585498, 1.0135565507247342, 7.858474307338885, -3.1656955354314515]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Lychee/99_100.jpg,Lychee,"[-5.193578583403191, 3.0265452490555527, -0.6330945496436667, -7.117589496042602, -7.256377742853782, 5.223177805232116, -3.143289633205441, 2.0255532839051, -5.677993444121635, 5.648744624132796, -6.5160582753383025, 2.1734984768801815, 0.11938216699047413, -0.42645387147833447, -3.9679968698561985]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Lychee/52_100.jpg,Lychee,"[-4.063990210682669, 2.1371079519530705, -0.08646445941125551, -8.957436298382172, -7.633916259336133, 4.597188548212439, -4.039101089465582, 2.29147942255311, -5.741680305273783, 4.908566238755487, -6.026949956615423, 1.9632477511655375, -0.7401185336398053, 0.8627004213241701, -3.6886869947580814]"
