path,label,features_json
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/r_98_100.jpg,Watermelon,"[-1.923902067288864, 4.312008414490043, -5.238201771926568, -2.8958447879310585, 8.412272491828036, 4.49723203498513, 2.486358785453253, 1.2261818660708712, -9.289496484252663, 0.3415565813540539, -2.660911157651222, 1.2599341734460092, -2.354630094410005, 5.451783149545495, 1.8473927495192255]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/r_64_100.jpg,Watermelon,"[-3.125990195717102, 4.425683502970538, -5.455172583505234, -4.062571327784098, 6.205704687535215, 5.465153578728943, 1.8560176771133114, 0.3188033997040098, -9.28429097049245, 0.1349980875528905, -2.0273197211552803, 2.2920380754154066, -1.3991722983845778, 6.925856068801146, 0.6742000266665532]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/r_70_100.jpg,Watermelon,"[-3.0927129221462573, 5.738476485131956, -4.826741370344132, -4.140274163666942, 5.75448987388377, 4.7574278544839625, 1.773889927263162, 0.06968374172331493, -9.650712131095446, -0.5604964966453793, -1.9287718265941545, 2.9744366036842598, -3.103331675818816, 5.666768258832154, 0.4742129901001639]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/r_113_100.jpg,Watermelon,"[-2.2378780856499816, 3.3467855324702587, -5.782138476280937, -2.9080910480469346, 6.2596170819984795, 4.193377628645043, 0.8897607240083413, 2.040946387243785, -8.315143430431503, 1.5024032795742386, -3.358658416030351, 0.9602694771180884, -1.1368644938285544, 4.345726991677715, 2.82809592075518]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple Mini/269_100.jpg,Pineapple Mini,"[-3.765698110785131, 2.098546657779584, 2.0924675206657826, -2.9978817883202975, -3.9990177657222463, 2.536505650974302, 1.1855512270413382, -1.4435877059836038, -7.437316001730897, 4.247110357518321, -2.9370922148196676, 1.5829875429785027, 0.18701170890786833, -4.041181848572752, -2.296062552127173]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple Mini/0_100.jpg,Pineapple Mini,"[-6.290165995025498, 4.137911758947262, 0.6269888953441074, -4.048195921902118, -3.331644909305714, 2.7693648100342503, 1.424228957777134, -1.4801503060062877, -9.799789925110392, 5.717755159458189, -3.709607816506501, 2.531944381867342, 0.13680990920814223, -5.741216153084158, -3.106967046851587]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple Mini/308_100.jpg,Pineapple Mini,"[-6.537529986784704, 3.896332242520051, 1.9631635125565667, -4.216623186048058, -2.5136966388027493, 3.3923691763711235, 1.9063309155634294, -1.5796106640151608, -10.006403600283507, 4.806696335750774, -3.721271001097895, 2.9720273376710553, 0.6273975206786603, -5.702383022936462, -3.183568884810858]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/185_100.jpg,Watermelon,"[-3.6471688180820645, 6.116830121066295, -7.443704142312332, -4.661370890756484, 4.160247304100209, 7.160620707575822, -2.0511925547471583, 4.072004853704261, -7.732787519024043, 3.002279357682004, -3.231830826264763, -0.9847492174727013, -0.20309949083046652, 4.1999019457443785, 2.418657705420429]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/r_179_100.jpg,Cauliflower,"[-4.389972457856107, 2.2693117134832947, 1.46798261989691, -2.6096475184500156, -3.752169544497604, 3.2466146129882874, -0.6942171648166534, 1.7518946404483235, -2.3079413015075696, 3.417907479321959, -5.482144270616451, 1.891575295984345, 1.1888784097700704, -3.8563462391758927, 0.7183347416578509]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/r2_203_100.jpg,Cauliflower,"[-3.542139086337572, 2.6223924004500856, -0.12298918049936229, -2.5046171257781946, -3.7898821637414795, 3.484015706937631, -0.6582688430559333, 2.6920761326743143, -1.6635832119700742, 2.9072692777263907, -4.548932282573993, 2.289991144995957, 2.2271905162871786, -2.545108716425999, -0.07250519607990699]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple/230_100.jpg,Pineapple,"[-4.8309496801690885, 5.775113210916548, -0.22672381856615764, -4.747815672209282, -4.341559610126089, 2.3503086386301133, -0.35680119927646753, 1.3093563579590817, -6.396537252170512, 5.375337560853846, -6.369776913660799, 0.4971829537131618, 0.703194545011901, -3.4287033979781536, -5.779119610278221]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/33_100.jpg,Cauliflower,"[-4.575715480756884, 2.893396302523757, 1.4450877933987805, -2.352675701932359, -1.9239489911006444, 1.2878817566769594, -2.0569732492279056, 0.4229184812407783, -3.3924888190011173, 2.144402480657808, -3.613326620908605, 1.3817556591872908, 2.489515162110434, -3.579225926654059, 0.8562191547505692]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Raspberry/105_100.jpg,Raspberry,"[0.8681802824947109, 5.384653982203524, 1.0653685980077232, -8.58976454916524, -2.569763917397634, 2.0270700661682146, 0.6479958211636271, 5.186809110018763, -6.690322453302989, 3.8582375483781806, -4.766673920840541, -1.8948874293612128, 0.22556990445194025, 7.466687658813386, -4.547484547866457]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Raspberry/85_100.jpg,Raspberry,"[-1.0247063600636135, 5.066154850886034, 1.8641551926756137, -9.191991153281649, -4.148934467553904, 2.534817543101169, -1.0241288527318626, 3.6347929436211257, -8.42249174622925, 4.025685726500015, -5.850254225510092, -2.238733353939481, 0.2645477120215419, 5.8229572719593055, -4.61664602928434]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/r_301_100.jpg,Cauliflower,"[-5.3186227081362825, 4.481987003657462, 1.898720261838463, -2.1231894188717018, -1.1265509088909278, 2.085846171026647, 0.41657426902544425, 1.3846001347959265, -5.012325578814131, 2.791037181671613, -4.00335223557359, 3.321752258276018, 2.6343722534213727, -3.5045527777797925, 0.32406160718748744]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Raspberry/101_100.jpg,Raspberry,"[0.395379167680203, 6.215802025560152, 3.4858448228512615, -8.92671639824534, -3.3186316467015065, 2.3607819653813418, -0.9661821127507615, 5.3823660763978, -7.3963496528743615, 3.8415599527726187, -6.236189597474794, -2.2838599469448417, -0.5895062858494909, 7.093669085653422, -4.788140663152682]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Raspberry/100_100.jpg,Raspberry,"[0.35769670788949237, 5.8411551119712435, 3.7222472071351276, -8.442939311490646, -3.1068063351232587, 1.7618430165201062, -1.1032034258731416, 5.589985929158776, -7.259376179749201, 3.786356683850778, -6.093838841570091, -2.1021456372622853, -0.8357204861306156, 6.665696025098719, -4.866066307630795]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/178_100.jpg,Cauliflower,"[-4.429472578566019, 1.8086425391148848, 0.1327763015761353, -3.269521147893373, -1.3827657358888268, 3.4593007733189176, -1.4435997422071443, 1.1325249162033948, -2.9247824988959126, 3.023736354191147, -4.06781798845167, 1.9673643510738452, 2.481457028860292, -3.249328941824, -0.03479208542812018]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Onion White/r_179_100.jpg,Onion White,"[-2.6586558791465005, 6.749686134773184, 0.02958295954672438, -9.26379308738266, 10.955150446854791, 4.232303446505496, 2.653964742631644, 4.991033199867644, -13.842788015740645, 0.10749471911234953, -2.9456434125060214, 3.709359403123204, 0.4093584567899139, 5.472255922283344, -5.626033302808841]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Onion White/r_180_100.jpg,Onion White,"[-2.500999272806257, 6.990549115935698, -0.14456667197094375, -7.59539087125184, 10.641863339715803, 4.908795835116608, 1.8560195617309903, 4.979678261678151, -13.978037205331074, -0.11888070401074319, -2.690173953524748, 4.047691760860825, -0.0771124804609973, 4.80726466219297, -5.139833709596287]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cucumber Ripe/r_40_100.jpg,Cucumber Ripe,"[-1.0378338336557364, 7.260122687867685, -2.9771553691586274, -9.330204355083975, 7.976751468233089, 10.621223070261768, -4.085197032877741, 3.728029850539076, -6.518098952598314, -0.6915894641716697, -5.78629579916092, 1.260331186020317, -0.808035357168711, 3.3807995282123513, -3.993253850036881]"
