path,label,features_json
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/r_62_100.jpg,Watermelon,"[-3.4354594854397207, 5.816264156198773, -6.664809028999079, -4.5667337554519305, 7.5099539765165675, 5.675763124850727, 1.9593788363611364, 1.1671885110095437, -11.187548351971751, 0.5873500411622508, -2.209111364172438, 2.0855621159227256, -1.4695516896029401, 6.271129514906687, 1.3584321557603316]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/r_172_100.jpg,Watermelon,"[0.8456960665060773, 3.925306853836103, -7.38095018768359, -3.9349672666461157, 5.227898916637314, 7.281645132676233, -1.6358152093885647, 2.9738786984843535, -6.843214920115006, 3.0814251454465156, -3.8521563639075542, -0.4040461974036358, -0.8088206579033843, 4.0775091464511135, 0.6732531526871298]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple Mini/303_100.jpg,Pineapple Mini,"[-6.262245653727017, 4.4777388994580924, 0.7092534971083089, -3.225514766805857, -3.1905208858912357, 2.65989600310374, 1.8553157093512025, -0.750627958113832, -9.092643230032536, 4.918716204903295, -3.7220364761750835, 2.3169510395084534, 0.6845344635979798, -5.405363451670508, -3.5608726133727555]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/139_100.jpg,Watermelon,"[-1.9654206815708832, 3.7420339181466367, -8.019618632494439, -3.935741112584666, 5.607403907377624, 5.445408357947335, -2.463126377669543, 5.056297665166037, -8.84903813187152, 4.385437936043184, -5.33336222788156, -0.39047218493854197, -1.176302884529661, 4.568705721738235, 3.9638557300937474]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/207_100.jpg,Watermelon,"[-2.8165704058987657, 4.675059566305891, -6.888849313693127, -4.952087568191674, 5.064612677815958, 6.207849778858663, -2.3015222365779984, 3.057533232525811, -7.20796305457432, 3.378011814980609, -4.123648955881373, -1.674593985393386, -0.5378130065950092, 3.788191219780231, 2.7944725820791296]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/151_100.jpg,Watermelon,"[-3.4228057734055737, 4.83332053852497, -7.7754641206413515, -5.090075288910251, 4.408343970602626, 5.160462508437697, -1.699331109359389, 5.863049205940485, -8.39711725492511, 3.923848757829781, -4.575050765522344, -0.16925111637362927, -1.1812936704675534, 4.477892501994499, 3.0425860380054224]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Raspberry/235_100.jpg,Raspberry,"[-1.046738387849105, 3.591429131060073, 1.9027406278038066, -9.375512237343285, -4.24588910377885, 1.9571667635712218, -0.4222454321299331, 4.064578042794339, -4.282541804643904, 4.225017131750727, -6.483751514477965, -2.5835780784132583, -0.17003799386428634, 5.665294025531839, -4.317230137166007]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Raspberry/93_100.jpg,Raspberry,"[-0.32311136519759065, 4.534589024009531, 1.6125733957728134, -8.42661238412611, -2.9467507403744717, 1.7717910129107033, -0.9126299960632637, 4.127297487307608, -7.674371670522978, 3.8493884627286765, -5.9707903720188575, -3.0362498515930616, -0.764864739274989, 5.806015374564464, -4.812009354914359]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple/189_100.jpg,Pineapple,"[-6.351188687082786, 5.873926414430016, 0.09492402661541048, -4.465635339786456, -3.5494602556542745, 2.4984414311808107, -0.6524319369925177, -0.0111081275619398, -7.1266440007269285, 4.963875437272295, -6.858968912450028, 0.46551775115981664, 1.0686849620475705, -3.713681235787829, -6.358768289772287]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/r2_47_100.jpg,Cauliflower,"[-6.678764139716445, 5.911197927766629, 1.6938413277083408, -2.073120755043042, 0.0841383151146105, 2.7430086788639474, 0.17481505377400605, 1.7971958956176681, -8.018639470155001, 3.3339279285332557, -4.555919614405226, 3.603751167200827, 3.4357028038012416, -2.0399893303350862, -0.2700920135967377]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/54_100.jpg,Cauliflower,"[-4.035051698682868, 2.267862005478557, 0.9863656794598853, -1.337040042555404, -1.368702364803017, 2.181999182613618, -0.20272468628141374, 0.23818249960904994, -2.0898515362256553, 2.1269905676676215, -3.090130429176219, 1.6458179415294933, 2.436230156951097, -3.6782880269907325, 0.9881261956069881]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple Mini/r_326_100.jpg,Pineapple Mini,"[-6.606144903354193, 6.910954899032636, 0.9589429927154235, -4.670699340347617, -1.5307766398716134, 5.0972917373168904, 1.9420202729233462, 1.9099882385360503, -12.146035288044805, 5.046138568793298, -2.6654057584598094, 1.4457286827957647, 1.991547455141098, -2.3731965244536224, -3.453148800437777]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple Mini/r_25_100.jpg,Pineapple Mini,"[-6.1036888049998534, 5.715912674821528, -0.4621471477795133, -3.8183039614374477, -3.1713081934138776, 5.029861433334666, 1.8354355975869854, 0.687881310794798, -10.707909266419014, 5.015932245204025, -4.061969677651376, 0.8718229009445789, 3.320578890762516, -3.180824471478934, -2.446620514875113]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple Mini/r_232_100.jpg,Pineapple Mini,"[-4.842162356769771, 4.045176174199914, 0.769118292077158, -2.6385750571617606, -3.4830611871640174, 1.7405526198468309, 1.8058131495637846, -0.8308705805367187, -7.169933173994323, 3.8745020888219086, -3.2389497558875084, 2.273534674972805, 0.6948520068854651, -3.589366635514655, -2.376465298383419]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Onion White/r_190_100.jpg,Onion White,"[-0.607455338618078, 4.218596915638435, -1.0208194046440526, -7.882345034824664, 10.789232403033687, 3.9596357990095217, 2.7266735636339647, 1.9050423266478185, -12.120618009326545, -1.6052135491856685, -2.6962262400381083, 4.327302661436218, -2.139534353888338, 5.238433289476567, -3.080074808269432]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Rambutan/198_100.jpg,Rambutan,"[-3.2083709726675065, 9.467233774428346, -2.4033126155455258, -3.566789327108167, -2.5914974600543657, 3.8861133698023913, -2.240837648166307, 1.266444463526751, -13.347558875277045, 1.9940730179926214, -2.357139624762131, 5.322428042865002, 0.9681822264320751, -0.631988319449385, -2.9681944784430345]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pear Red/r2_104_100.jpg,Pear Red,"[2.4999580078179866, -2.412984914841352, -3.805467996842463, -12.973446887506082, 4.137192757535923, 2.8796737188326107, 0.8308165611145673, 0.11847734975642958, -2.867414614965326, -1.0660773312304361, 0.10606106768351124, 3.960233810151488, 1.3632900857978107, 3.26995133369771, -1.031553554269675]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Raspberry/r_216_100.jpg,Raspberry,"[0.7033085375140403, 5.76055557625897, 1.8071925799808677, -11.0621972891326, 1.4300182666914625, 1.1897159438792602, 2.254690708804031, 3.5508902168876983, -10.8279678939235, 3.088983919377299, -1.7903959636453404, 0.9882448315872995, 1.5077651540593813, 7.666227531385036, -2.478723763918543]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Raspberry/r_239_100.jpg,Raspberry,"[0.2708159149295353, 6.5240746288263605, 1.121056192653762, -8.30038038690645, 1.333128335407848, 1.3580221119126585, 2.629875873344466, 3.8860020881028405, -12.676626960650873, 2.9866946765691575, -1.185453270010268, 1.1473253075757226, 1.6833687913730986, 7.298844058611663, -2.3404895726845076]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple Mini/75_100.jpg,Pineapple Mini,"[-5.065163063726099, 3.448325067256576, 1.9439328789129549, -3.4754139172132943, -2.0207999141706585, 2.918305767949165, 2.610358453480408, -0.18472681956587833, -8.291653629630074, 3.3370866139130286, -2.3724645751344005, 2.019219159923682, 0.7584678089954241, -3.6341181342425206, -3.0376002859944347]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple Mini/123_100.jpg,Pineapple Mini,"[-4.51072943865024, 1.7397381685225046, 1.9833959483665564, -3.0412990803705204, -3.4940534868287685, 1.7453850292556983, 1.2787135360387483, -1.7036647605528528, -7.9081027459077795, 4.111818815131281, -3.0004485812814785, 1.3494652955597306, -0.19580755212042872, -4.462277077924238, -2.620963522178213]"
