path,label,features_json
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/r_61_100.jpg,Watermelon,"[-3.1644911600200074, 5.820228647510141, -6.102059073163676, -4.298561621196931, 7.18245822615323, 6.07249356576255, 1.396160272320363, 0.965188445051135, -10.73348482407462, 0.2092029713394977, -2.462253483464906, 2.617503612426096, -1.2225320776605437, 7.172956865363002, 1.015960282585588]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple Mini/19_100.jpg,Pineapple Mini,"[-4.075090795463546, 2.242046302970687, 1.4900409109804398, -3.1613215587353447, -2.6157990612829987, 2.9026239307321258, 2.146497292855098, -0.8644610302931875, -6.434008743238848, 3.5800442327064452, -2.9654690894900813, 1.8469481558099496, 0.8509355169570443, -3.8750829970857557, -2.6393155546714415]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/230_100.jpg,Watermelon,"[-3.750181981188901, 5.792467249562513, -5.6859038496789465, -4.327825165527223, 4.7905549014027775, 5.4671793977684295, -2.8043773360802926, 4.810689033191107, -6.4336077166553745, 2.7499819321015884, -3.50714057504528, -0.5690683628499466, -2.1210346554416755, 3.864552019972944, 2.837733748608578]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/238_100.jpg,Watermelon,"[-2.276565613295244, 5.091818201964287, -6.357975733126722, -4.759654860465578, 5.41735370299694, 5.869141021303431, -2.975499522915864, 3.2110017983862265, -7.366818172016858, 3.147594825836784, -3.593617232866691, -1.4227499428155335, -2.5433703322711554, 4.427122571315248, 2.2352084302357533]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cucumber Ripe/r_162_100.jpg,Cucumber Ripe,"[0.5537664951802994, 4.821693526272225, -5.501264436786551, -9.570302067820725, 5.766905621362821, 8.653164778169067, -3.7572347790963057, 3.6356383567743586, -9.417583085291529, 0.4187592172876469, -6.498284198385697, 0.19268479509077202, 1.5533913271831383, 5.158268610486345, -4.492854148583794]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/r_306_100.jpg,Cauliflower,"[-4.478472445839722, 3.411765467636455, 1.8570794865516884, -1.8287829941140514, -2.0135886085717805, 1.831360256752941, 0.270945181757941, 0.8354232741112233, -3.7111477017944687, 2.1651015335909407, -3.1400581194064534, 2.067185937541831, 1.4747352793747088, -3.201185746165108, 1.0301041263776833]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Raspberry/222_100.jpg,Raspberry,"[-1.2779058903072595, 4.6617811280516355, 1.1606813823650919, -9.914562802618692, -4.108098674844714, 2.2072208803398006, -0.7720156704484521, 4.252493370326723, -3.9524572072225688, 4.196291800114592, -8.093425055722356, -2.6762694677449086, -1.0368069225725896, 5.980047138512663, -4.445997990487641]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple/144_100.jpg,Pineapple,"[-7.480259311074086, 6.791170145257244, 0.5492282683915032, -4.862946072114317, -2.8962641713428856, 3.7781463384101324, 0.5109345445390905, 0.4046871231732923, -8.391424049423525, 5.132458513436048, -6.423111618903175, 1.064336488720347, 0.8283666763376832, -3.677692531827722, -6.117067693416073]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/182_100.jpg,Cauliflower,"[-4.840377530007953, 1.7100583097029591, 0.3970326923210093, -3.4442865889655034, -1.2820315525667632, 3.000562241779182, -1.2205487437351519, 1.0955793728363699, -2.271551679461987, 2.7946663976347668, -4.476341838050347, 2.240853941453439, 2.823164134920595, -3.133467973562018, 0.19324723441357555]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/r2_54_100.jpg,Cauliflower,"[-5.864826295561987, 5.760218161598023, 1.749812488425783, -2.19308922616892, 2.62163960500938, 3.534348261163325, 0.5771513866256247, 0.17090750666060012, -9.026770788490515, 3.060111059628543, -4.516965218800763, 4.492678918262737, 3.654417281381912, -2.0256928051860954, -0.8755045322123052]"
