path,label,features_json
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/r_96_100.jpg,Watermelon,"[-2.4219566366396017, 4.990157089491487, -5.606568278297346, -3.071583156951717, 9.078993649504707, 4.681226400802863, 2.736354026440865, 1.0414616080656696, -10.18052221129779, 0.11246330681038501, -1.579860147423725, 1.8323986322885086, -2.150286985821634, 6.216393356400926, 1.9937474200539986]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/r_75_100.jpg,Watermelon,"[-3.3854676870570346, 5.971355203796212, -5.3010113625117254, -4.4310343482356584, 6.3516503835822125, 5.7084236428464825, 3.618717436390262, -0.1081845812863959, -10.692434344022013, -0.6473851487101211, -1.6876875859755662, 2.546513523707351, -2.050800316874113, 6.746007083950622, -0.3320856285173862]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/r_115_100.jpg,Watermelon,"[-2.1617367541186803, 3.326436901672125, -6.364799363050906, -3.2617919109809232, 7.582399036977847, 5.025992511516564, 0.28529179137714, 1.7401041728298439, -9.164477624614912, 1.7008377859350339, -4.254840447042342, 1.2759074799981538, -1.5183494917893863, 4.181546648848577, 2.5909369089840992]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple Mini/294_100.jpg,Pineapple Mini,"[-4.953916744480167, 2.583048209424316, 0.745317157933461, -3.384883991473495, -3.840201988917353, 2.713828073946037, 1.3867866476393942, -0.8008617597584977, -8.252213605681094, 4.2028807956723515, -3.317271588185142, 1.6638605724207831, 0.5124478181136928, -5.218098523480005, -2.838055496048732]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/244_100.jpg,Watermelon,"[-1.8078518576448903, 4.418956921423879, -5.258721430973281, -4.5206656503175235, 5.158732680408271, 5.159744296513299, -2.9550166103817714, 3.650331229007222, -7.309231818230717, 3.292554998731061, -3.9090713771794987, -0.9626194923388984, -2.063707865361957, 4.842749939156664, 2.9422096224830097]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Watermelon/178_100.jpg,Watermelon,"[-4.16799240566529, 6.6418488956853485, -5.302567959630554, -4.62064162677251, 4.052335002634542, 6.992477893371277, -2.2850130499050185, 4.6446640695928, -6.510319356759388, 3.977502218109266, -3.5684054269393384, -0.4781898015248184, -0.26730260790074206, 2.980791379418811, 2.1086784261940332]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Raspberry/224_100.jpg,Raspberry,"[-1.4472588796782235, 4.474733133189802, 0.6522627964403701, -10.363061828101557, -3.684480005189848, 2.5741392779726393, -1.6450951343200233, 4.508523099878966, -4.695149449940612, 4.29486282050278, -7.965401107739408, -3.1372672426067205, -1.3046179287391908, 6.634042709964351, -4.461848983298599]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/r2_235_100.jpg,Cauliflower,"[-4.643235517927469, 3.8470106724823685, -0.38955287178845266, -3.6119822239762738, -3.7299890950143304, 4.204486464913119, -0.23986700455123894, 3.0864748707026295, -2.5701459349039566, 2.7485053411306146, -6.8637176319983135, 2.2416357474534205, 3.5397001553619005, -2.0632217239345194, -0.18162780409663615]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Cauliflower/177_100.jpg,Cauliflower,"[-3.899647307979719, 1.5977419759556075, 0.44832463068030226, -2.749895109318954, -1.6290817187038495, 2.6723029085292462, -1.0011077462948197, 1.0544778431486574, -2.013117581104467, 2.479289833841222, -4.14288921048167, 1.790145459723818, 1.6670916532433078, -2.7885551332384235, 0.6745462221996812]"
s3a://p8-data-djamel/jupyter/hadoop/data/Test1/Pineapple Mini/r_236_100.jpg,Pineapple Mini,"[-4.543741684846705, 4.648965061355697, 0.37245816655751024, -2.6001689570109474, -3.6523764727120724, 2.311616880076567, 1.7443801299783035, -0.39040096482128755, -7.914444131655588, 4.197616152161535, -3.114246797894326, 2.660398577654478, 0.6812284782538954, -3.9419642833866924, -2.5426623201577074]"
